Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code
3,2015,Logan,,,NL,NL
3,2015,Mesa,,,NR,NR
3,2015,Mineral,,,NL,NL
3,2015,Moffat,,,NR,NL
3,2015,Montezuma,133639,254446,,
3,2015,Montrose,,,NR,NL
3,2015,Morgan,,,NR,NR
3,2015,Otero,,,NL,NL
3,2015,Ouray,,,NR,NR
3,2015,Park,,146105,NR,
3,2015,Phillips,,,NL,NL
3,2015,Pitkin,85006,896693,,
3,2015,Prowers,,,NL,NL
3,2015,Pueblo,463245,1355119,,
3,2015,Rio Blanco,,,NL,NL
3,2015,Rio Grande,,,NL,NL
3,2015,Routt,199449,616913,,
3,2015,Saguache,,,NL,NR
3,2015,San Juan,,,NL,NR
3,2015,San Miguel,50730,375409,,
3,2015,Sedgwick,,,NR,NR
3,2015,Summit,292686,1727608,,
3,2015,Teller,,,NR,NL
3,2015,Washington,,,NL,NL
3,2015,Weld,386290,1443488,,
3,2015,Yuma,,,NL,NL
3,2016,Adams,347344,2909379,,
3,2016,Alamosa,,,NR,NL
3,2016,Arapahoe,1601551,7112616,,
3,2016,Archuleta,,,NR,NR
3,2016,Baca,,,NL,NL
3,2016,Bent,,,NL,NL
3,2016,Boulder,2718254,5138199,,
3,2016,Broomfield,,,NL,NL
3,2016,Chaffee,,350973,NR,
3,2016,Cheyenne,,,NL,NL
3,2016,Clear Creek,87829,561094,,
3,2016,Conejos,,211950,NL,
3,2016,Costilla,,195952,NR,
3,2016,Crowley,,,NL,NL
3,2016,Custer,,,NL,NL
3,2016,Delta,,,NL,NL
3,2016,Denver,17353519,21459311,,
3,2016,Dolores,,,NL,NL
3,2016,Douglas,,,NL,NL
3,2016,Eagle,264913,1283537,,
3,2016,Elbert,,,NL,NL
3,2016,El Paso,8537583,,,NR
3,2016,Fremont,207942,,,NL
3,2016,Garfield,425553,1095523,,
3,2016,Gilpin,,188204,NR,
3,2016,Grand,,360353,NR,
3,2016,Gunnison,,490823,NR,
3,2016,Hinsdale,,,NL,NL
3,2016,Huerfano,,,NL,NR
3,2016,Jackson,,,NL,NL
3,2016,Jefferson,1715396,3327498,,
3,2016,Kiowa,,,NL,NL
3,2016,Kit Carson,,,NL,NL
3,2016,Lake,,,NL,NR
3,2016,La Plata,404686,1679875,,
3,2016,Larimer,1401215,3197373,,
3,2016,Las Animas,,1284687,NR,
3,2016,Lincoln,,,NL,NL
3,2016,Logan,,,NL,NL
3,2016,Mesa,,,NR,NR
3,2016,Mineral,,,NL,NL
3,2016,Moffat,,,NR,NL
3,2016,Montezuma,102939,728890,,
3,2016,Montrose,,,NR,NL
3,2016,Morgan,,,NR,NR
3,2016,Otero,,,NL,NL
3,2016,Ouray,,,NR,NR
3,2016,Park,,229022,NR,
3,2016,Phillips,,,NL,NL
3,2016,Pitkin,103033,1082334,,
3,2016,Prowers,,,NL,NL
3,2016,Pueblo,1240646,2074591,,
3,2016,Rio Blanco,,,NL,NL
3,2016,Rio Grande,,,NL,NL
3,2016,Routt,220567,759132,,
3,2016,Saguache,,,NL,NR
3,2016,San Juan,,,NL,NR
3,2016,San Miguel,,,NR,NR
3,2016,Sedgwick,,,NR,NR
3,2016,Summit,,2395692,NR,
3,2016,Teller,,,NR,NL
3,2016,Washington,,,NL,NL
3,2016,Weld,,2034731,NR,
3,2016,Yuma,,,NL,NL
3,2017,Adams,913402,5044686,,
3,2017,Alamosa,,,NR,NL
3,2017,Arapahoe,1334138,10106784,,
3,2017,Archuleta,,605222,NR,
3,2017,Baca,,,NL,NL
3,2017,Bent,,,NL,NL
3,2017,Boulder,1997004,6322530,,
3,2017,Broomfield,,,NL,NL
3,2017,Chaffee,,423717,NR,
3,2017,Cheyenne,,,NL,NL
3,2017,Clear Creek,64572,640228,,
3,2017,Conejos,,401292,NL,
3,2017,Costilla,,295783,NR,
3,2017,Crowley,,,NL,NL
3,2017,Custer,,,NL,NL
3,2017,Delta,,,NL,NL
3,2017,Denver,17960587,30626743,,
3,2017,Dolores,,,NL,NL
3,2017,Douglas,,,NL,NL
3,2017,Eagle,163530,1472005,,
3,2017,Elbert,,,NL,NL
3,2017,El Paso,9287927,,,NR
3,2017,Fremont,182868,,,NL
3,2017,Garfield,336144,1854980,,
3,2017,Gilpin,,216220,NR,
3,2017,Grand,,452276,NR,
3,2017,Gunnison,,617409,NR,
3,2017,Hinsdale,,,NL,NL
3,2017,Huerfano,,,NL,NR
3,2017,Jackson,,,NL,NL
3,2017,Jefferson,1607995,4831958,,
3,2017,Kiowa,,,NL,NL
3,2017,Kit Carson,,,NL,NL
3,2017,Lake,,,NL,NR
3,2017,La Plata,338875,2125562,,
3,2017,Larimer,1197682,4573556,,
3,2017,Las Animas,35131,3349342,,
3,2017,Lincoln,,,NL,NL
3,2017,Logan,,,NL,NL
3,2017,Mesa,,,NR,NR
3,2017,Mineral,,,NL,NL
3,2017,Moffat,,,NR,NL
3,2017,Montezuma,63516,1684919,,
3,2017,Montrose,,,NR,NL
3,2017,Morgan,,,NR,NR
3,2017,Otero,,,NR,NL
3,2017,Ouray,,,NR,NR
3,2017,Park,,356540,NR,
3,2017,Phillips,,,NL,NL
3,2017,Pitkin,74384,1277247,,
3,2017,Prowers,,,NL,NL
3,2017,Pueblo,676620,3341395,,
3,2017,Rio Blanco,,,NL,NL
3,2017,Rio Grande,,,NL,NL
3,2017,Routt,,1010851,NR,
3,2017,Saguache,,,NL,NR
3,2017,San Juan,,,NL,NR
3,2017,San Miguel,27209,477587,,
3,2017,Sedgwick,,,NR,NR
3,2017,Summit,158399,2854198,,
3,2017,Teller,,,NR,NL
3,2017,Washington,,,NL,NL
3,2017,Weld,297470,2751277,,
3,2017,Yuma,,,NL,NL
3,2018,Adams,455735,6602994,,
3,2018,Alamosa,,,NR,NL
3,2018,Arapahoe,831623,9956392,,
3,2018,Archuleta,,785123,NR,
3,2018,Baca,,,NL,NL
3,2018,Bent,,,NL,NL
3,2018,Boulder,1691157,7245363,,
3,2018,Broomfield,,,NL,NL
3,2018,Chaffee,,469806,NR,
3,2018,Cheyenne,,,NL,NL
3,2018,Clear Creek,42961,709544,,
3,2018,Conejos,,482119,NL,
3,2018,Costilla,,335071,NL,
3,2018,Crowley,,,NL,NL
3,2018,Custer,,,NL,NL
3,2018,Delta,,,NL,NL
3,2018,Denver,12756286,34757371,,
3,2018,Dolores,,,NL,NL
3,2018,Douglas,,,NL,NL
3,2018,Eagle,107351,1888834,,
3,2018,Elbert,,,NL,NL
3,2018,El Paso,8239341,,,NR
3,2018,Fremont,120020,,,NL
3,2018,Garfield,288623,1625638,,
3,2018,Gilpin,,223369,NR,
3,2018,Grand,,,NR,NR
3,2018,Gunnison,,,NL,NR
3,2018,Hinsdale,,,NL,NL
3,2018,Huerfano,,,NL,NR
3,2018,Jackson,,,NL,NL
3,2018,Jefferson,1413017,4318064,,
3,2018,Kiowa,,,NL,NL
3,2018,Kit Carson,,,NL,NL
3,2018,Lake,,240748,NL,
3,2018,La Plata,251773,2154494,,
3,2018,Larimer,1151055,5839729,,
3,2018,Las Animas,32453,4619588,,
3,2018,Lincoln,,,NL,NL
3,2018,Logan,,,NL,NL
3,2018,Mesa,,1535841,NR,
3,2018,Mineral,,,NL,NL
3,2018,Moffat,,,NR,NR
3,2018,Montezuma,57109,2033604,,
3,2018,Montrose,,,NR,NL
3,2018,Morgan,,1062942,NR,
3,2018,Otero,,,NR,NL
3,2018,Ouray,,,NR,NR
3,2018,Park,,386538,NR,
3,2018,Phillips,,,NL,NL
3,2018,Pitkin,,1517035,NR,
3,2018,Prowers,,,NL,NL
3,2018,Pueblo,574112,4770132,,
3,2018,Rio Blanco,,,NL,NL
3,2018,Rio Grande,,,NL,NL
3,2018,Routt,168347,1153952,,
3,2018,Saguache,,137847,NL,
3,2018,San Juan,,,NL,NR
3,2018,San Miguel,,503751,NR,
3,2018,Sedgwick,,,NR,NR
3,2018,Summit,121159,3061330,,
3,2018,Teller,,,NL,NL
3,2018,Washington,,,NL,NL
3,2018,Weld,370633,2681871,,
3,2018,Yuma,,,NL,NL
4,2014,Adams,452636,,,NR
4,2014,Alamosa,,,NR,NL
4,2014,Arapahoe,1517828,,,NL
4,2014,Archuleta,,,NR,NL
4,2014,Baca,,,NL,NL
4,2014,Bent,,,NL,NL
4,2014,Boulder,3136133,1835900,,
4,2014,Broomfield,,,NL,NL
4,2014,Chaffee,,,NR,NL
4,2014,Cheyenne,,,NL,NL
4,2014,Clear Creek,92791,369117,,
4,2014,Conejos,,,NL,NL
4,2014,Costilla,,,NR,NL
4,2014,Crowley,,,NL,NL
4,2014,Custer,,,NL,NL
4,2014,Delta,,,NL,NL
4,2014,Denver,15064678,12005332,,
4,2014,Dolores,,,NL,NL
4,2014,Douglas,,,NL,NL
4,2014,Eagle,178397,,,NL
4,2014,Elbert,,,NL,NL
4,2014,El Paso,5535184,,,NL
4,2014,Fremont,225243,,,NL
4,2014,Garfield,371447,,,NR
4,2014,Gilpin,43162,114408,,
4,2014,Grand,,,NR,NL
4,2014,Gunnison,,,NR,NR
4,2014,Hinsdale,,,NL,NL
4,2014,Huerfano,,,NL,NL
4,2014,Jackson,,,NL,NL
4,2014,Jefferson,2039086,1368618,,
4,2014,Kiowa,,,NL,NL
4,2014,Kit Carson,,,NL,NL
4,2014,Lake,,,NL,NR
4,2014,La Plata,613521,,,NL
4,2014,Larimer,1162178,,,NR
4,2014,Las Animas,,,NL,NL
4,2014,Lincoln,,,NL,NL
4,2014,Logan,,,NL,NL
4,2014,Mesa,,,NR,NL
4,2014,Mineral,,,NL,NL
4,2014,Moffat,,,NR,NL
4,2014,Montezuma,108703,,,NL
4,2014,Montrose,,,NR,NL
4,2014,Morgan,,,NL,NL
4,2014,Otero,,,NL,NL
4,2014,Ouray,,,NR,NR
4,2014,Park,,,NR,NR
4,2014,Phillips,,,NL,NL
4,2014,Pitkin,123525,227021,,
4,2014,Prowers,,,NL,NL
4,2014,Pueblo,401959,1132339,,
4,2014,Rio Blanco,,,NL,NL
4,2014,Rio Grande,,,NL,NL
4,2014,Routt,186308,,,NR
4,2014,Saguache,,,NL,NL
4,2014,San Juan,,,NL,NL
4,2014,San Miguel,64107,188733,,
4,2014,Sedgwick,,,NR,NL
4,2014,Summit,243097,757131,,
4,2014,Teller,,,NR,NL
4,2014,Washington,,,NL,NL
4,2014,Weld,519545,521853,,
4,2014,Yuma,,,NL,NL
4,2015,Adams,474341,1611106,,
4,2015,Alamosa,,,NR,NL
4,2015,Arapahoe,1559596,3257101,,
4,2015,Archuleta,,,NR,NR
4,2015,Baca,,,NL,NL
4,2015,Bent,,,NL,NL
4,2015,Boulder,2559060,3973545,,
4,2015,Broomfield,,,NL,NL
4,2015,Chaffee,,250729,NR,
4,2015,Cheyenne,,,NL,NL
4,2015,Clear Creek,76243,365896,,
4,2015,Conejos,,,NL,NL
4,2015,Costilla,,,NR,NR
4,2015,Crowley,,,NL,NL
4,2015,Custer,,,NL,NL
4,2015,Delta,,,NL,NL
4,2015,Denver,14953494,18946519,,
4,2015,Dolores,,,NL,NL
4,2015,Douglas,,,NL,NL
4,2015,Eagle,287781,516095,,
4,2015,Elbert,,,NL,NL
4,2015,El Paso,6540175,,,NR
4,2015,Fremont,198045,,,NL
4,2015,Garfield,381432,644631,,
4,2015,Gilpin,,130946,NR,
4,2015,Grand,,,NR,NR
4,2015,Gunnison,,160176,NR,
4,2015,Hinsdale,,,NL,NL
4,2015,Huerfano,,,NL,NL
4,2015,Jackson,,,NL,NL
4,2015,Jefferson,1931784,2429996,,
4,2015,Kiowa,,,NL,NL
4,2015,Kit Carson,,,NL,NL
4,2015,Lake,,,NL,NR
4,2015,La Plata,493486,930516,,
4,2015,Larimer,1277080,2045132,,
4,2015,Las Animas,,471514,NR,
4,2015,Lincoln,,,NL,NL
4,2015,Logan,,,NL,NL
4,2015,Mesa,,,NR,NR
4,2015,Mineral,,,NL,NL
4,2015,Moffat,,,NR,NL
4,2015,Montezuma,124006,313150,,
4,2015,Montrose,,,NR,NL
4,2015,Morgan,,,NR,NR
4,2015,Otero,,,NL,NL
4,2015,Ouray,,,NR,NR
4,2015,Park,,121375,NR,
4,2015,Phillips,,,NL,NL
4,2015,Pitkin,65486,426689,,
4,2015,Prowers,,,NL,NL
4,2015,Pueblo,389146,1318252,,
4,2015,Rio Blanco,,,NL,NL
4,2015,Rio Grande,,,NL,NL
4,2015,Routt,193801,433152,,
4,2015,Saguache,,,NL,NR
4,2015,San Juan,,,NL,NR
4,2015,San Miguel,38531,150531,,
4,2015,Sedgwick,,,NR,NR
4,2015,Summit,305570,953219,,
4,2015,Teller,,,NR,NL
4,2015,Washington,,,NL,NL
4,2015,Weld,350491,1521411,,
4,2015,Yuma,,,NL,NL
4,2016,Adams,387146,3187313,,
4,2016,Alamosa,,,NR,NL
4,2016,Arapahoe,1682301,7531661,,
4,2016,Archuleta,,,NR,NR
4,2016,Baca,,,NL,NL
4,2016,Bent,,,NL,NL
4,2016,Boulder,2706731,5082136,,
4,2016,Broomfield,,,NL,NL
4,2016,Chaffee,,300638,NR,
4,2016,Cheyenne,,,NL,NL
4,2016,Clear Creek,80570,423714,,
4,2016,Conejos,,221411,NL,
4,2016,Costilla,,184198,NR,
4,2016,Crowley,,,NL,NL
4,2016,Custer,,,NL,NL
4,2016,Delta,,,NL,NL
4,2016,Denver,17690729,22606396,,
4,2016,Dolores,,,NL,NL
4,2016,Douglas,,,NL,NL
4,2016,Eagle,231691,820436,,
4,2016,Elbert,,,NL,NL
4,2016,El Paso,8357949,,,NR
4,2016,Fremont,217581,,,NL
4,2016,Garfield,468925,1153014,,
4,2016,Gilpin,,190800,NR,
4,2016,Grand,,233601,NR,
4,2016,Gunnison,,325678,NR,
4,2016,Hinsdale,,,NL,NL
4,2016,Huerfano,,,NL,NR
4,2016,Jackson,,,NL,NL
4,2016,Jefferson,1727954,3572554,,
4,2016,Kiowa,,,NL,NL
4,2016,Kit Carson,,,NL,NL
4,2016,Lake,,,NL,NR
4,2016,La Plata,410448,1598561,,
4,2016,Larimer,1388304,3233416,,
4,2016,Las Animas,,1258520,NR,
4,2016,Lincoln,,,NL,NL
4,2016,Logan,,,NL,NL
4,2016,Mesa,,,NR,NR
4,2016,Mineral,,,NL,NL
4,2016,Moffat,,,NR,NL
4,2016,Montezuma,114171,727306,,
4,2016,Montrose,,,NR,NL
4,2016,Morgan,,,NR,NR
4,2016,Otero,,,NL,NL
4,2016,Ouray,,,NR,NR
4,2016,Park,,199423,NR,
4,2016,Phillips,,,NL,NL
4,2016,Pitkin,88482,501414,,
4,2016,Prowers,,,NL,NL
4,2016,Pueblo,1248985,2069169,,
4,2016,Rio Blanco,,,NL,NL
4,2016,Rio Grande,,,NL,NL
4,2016,Routt,188783,550366,,
4,2016,Saguache,,,NL,NR
4,2016,San Juan,,,NL,NR
4,2016,San Miguel,44771,138111,,
4,2016,Sedgwick,,,NR,NR
4,2016,Summit,201583,1391044,,
4,2016,Teller,,,NR,NL
4,2016,Washington,,,NL,NL
4,2016,Weld,425780,2029498,,
4,2016,Yuma,,,NL,NL
4,2017,Adams,1170547,4969567,,
4,2017,Alamosa,,,NR,NL
4,2017,Arapahoe,1171574,9966130,,
4,2017,Archuleta,,409149,NR,
4,2017,Baca,,,NL,NL
4,2017,Bent,,,NL,NL
4,2017,Boulder,2002527,5899546,,
4,2017,Broomfield,,,NL,NL
4,2017,Chaffee,,356366,NR,
4,2017,Cheyenne,,,NL,NL
4,2017,Clear Creek,53972,478629,,
4,2017,Conejos,,404901,NL,
4,2017,Costilla,,256910,NR,
4,2017,Crowley,,,NL,NL
4,2017,Custer,,,NL,NL
4,2017,Delta,,,NL,NL
4,2017,Denver,19101844,30186897,,
4,2017,Dolores,,,NL,NL
4,2017,Douglas,,,NL,NL
4,2017,Eagle,160790,938098,,
4,2017,Elbert,,,NL,NL
4,2017,El Paso,8978250,,,NR
4,2017,Fremont,178131,,,NL
4,2017,Garfield,307340,1809692,,
4,2017,Gilpin,,191824,NR,
4,2017,Grand,,265989,NR,
4,2017,Gunnison,,432842,NR,
4,2017,Hinsdale,,,NL,NL
4,2017,Huerfano,,,NL,NR
4,2017,Jackson,,,NL,NL
4,2017,Jefferson,1408453,4695857,,
4,2017,Kiowa,,,NL,NL
4,2017,Kit Carson,,,NL,NL
4,2017,Lake,,196156,NL,
4,2017,La Plata,347940,1867263,,
4,2017,Larimer,1235650,4578590,,
4,2017,Las Animas,30610,2875977,,
4,2017,Lincoln,,,NL,NL
4,2017,Logan,,,NL,NL
4,2017,Mesa,,,NR,NR
4,2017,Mineral,,,NL,NL
4,2017,Moffat,,,NR,NL
4,2017,Montezuma,72479,1683864,,
4,2017,Montrose,,,NR,NL
4,2017,Morgan,,,NR,NR
4,2017,Otero,,,NR,NL
4,2017,Ouray,,,NR,NR
4,2017,Park,,301838,NR,
4,2017,Phillips,,,NL,NL
4,2017,Pitkin,,625875,NR,
4,2017,Prowers,,,NL,NL
4,2017,Pueblo,583583,3094658,,
4,2017,Rio Blanco,,,NL,NL
4,2017,Rio Grande,,,NL,NL
4,2017,Routt,,689882,NR,
4,2017,Saguache,,,NL,NR
4,2017,San Juan,,,NL,NR
4,2017,San Miguel,18710,161211,,
4,2017,Sedgwick,,,NR,NR
4,2017,Summit,141152,1630117,,
4,2017,Teller,,,NR,NL
4,2017,Washington,,,NL,NL
4,2017,Weld,293539,2626833,,
4,2017,Yuma,,,NL,NL
4,2018,Adams,417502,6868698,,
4,2018,Alamosa,,,NR,NL
4,2018,Arapahoe,741609,9954701,,
4,2018,Archuleta,,502525,NR,
4,2018,Baca,,,NL,NL
4,2018,Bent,,,NL,NL
4,2018,Boulder,1601589,6957538,,
4,2018,Broomfield,,,NL,NL
4,2018,Chaffee,,393528,NR,
4,2018,Cheyenne,,,NL,NL
4,2018,Clear Creek,,490554,NR,
4,2018,Conejos,,435677,NL,
4,2018,Costilla,,292932,NL,
4,2018,Crowley,,,NL,NL
4,2018,Custer,,,NL,NL
4,2018,Delta,,,NL,NL
4,2018,Denver,11689420,33791852,,
4,2018,Dolores,,,NL,NL
4,2018,Douglas,,,NL,NL
4,2018,Eagle,97151,1144193,,
4,2018,Elbert,,,NL,NL
4,2018,El Paso,7826668,,,NR
4,2018,Fremont,141438,,,NL
4,2018,Garfield,252013,1503426,,
4,2018,Gilpin,,212366,NR,
4,2018,Grand,,343222,NR,
4,2018,Gunnison,,437758,NL,
4,2018,Hinsdale,,,NL,NL
4,2018,Huerfano,,,NL,NR
4,2018,Jackson,,,NL,NL
4,2018,Jefferson,1084394,4142771,,
4,2018,Kiowa,,,NL,NL
4,2018,Kit Carson,,,NL,NL
4,2018,Lake,,197779,NL,
4,2018,La Plata,228755,1863227,,
4,2018,Larimer,1108635,5632150,,
4,2018,Las Animas,34180,3934794,,
4,2018,Lincoln,,,NL,NL
4,2018,Logan,,,NL,NL
4,2018,Mesa,,1482947,NR,
4,2018,Mineral,,,NL,NL
4,2018,Moffat,,,NR,NR
4,2018,Montezuma,45539,1905829,,
4,2018,Montrose,,,NR,NL
4,2018,Morgan,,,NR,NR
4,2018,Otero,,,NR,NL
4,2018,Ouray,,,NR,NR
4,2018,Park,,325805,NR,
4,2018,Phillips,,,NL,NL
4,2018,Pitkin,54543,699425,,
4,2018,Prowers,,,NL,NL
4,2018,Pueblo,478009,4436171,,
4,2018,Rio Blanco,,,NL,NL
4,2018,Rio Grande,,,NL,NL
4,2018,Routt,157073,790286,,
4,2018,Saguache,,137104,NL,
4,2018,San Juan,,,NL,NR
4,2018,San Miguel,,219836,NR,
4,2018,Sedgwick,,,NR,NR
4,2018,Summit,113189,1543168,,
4,2018,Teller,,,NL,NL
4,2018,Washington,,,NL,NL
4,2018,Weld,375487,2421030,,
4,2018,Yuma,,,NL,NL
5,2014,Adams,467977,,,NR
5,2014,Alamosa,,,NR,NL
5,2014,Arapahoe,1511922,,,NL
5,2014,Archuleta,,,NR,NL
5,2014,Baca,,,NL,NL
5,2014,Bent,,,NL,NL
5,2014,Boulder,2823124,2354205,,
5,2014,Broomfield,,,NL,NL
5,2014,Chaffee,88974,,,NL
5,2014,Cheyenne,,,NL,NL
5,2014,Clear Creek,97349,320076,,
5,2014,Conejos,,,NL,NL
5,2014,Costilla,,,NR,NL
5,2014,Crowley,,,NL,NL
5,2014,Custer,,,NL,NL
5,2014,Delta,,,NL,NL
5,2014,Denver,14150620,11300905,,
5,2014,Dolores,,,NL,NL
5,2014,Douglas,,,NL,NL
5,2014,Eagle,146126,,,NR
5,2014,Elbert,,,NL,NL
5,2014,El Paso,5518910,,,NL
5,2014,Fremont,239918,,,NL
5,2014,Garfield,434235,292839,,
5,2014,Gilpin,42979,116815,,
5,2014,Grand,,,NR,NL
5,2014,Gunnison,,,NR,NR
5,2014,Hinsdale,,,NL,NL
5,2014,Huerfano,,,NL,NL
5,2014,Jackson,,,NL,NL
5,2014,Jefferson,2037535,1435895,,
5,2014,Kiowa,,,NL,NL
5,2014,Kit Carson,,,NL,NL
5,2014,Lake,,,NL,NR
5,2014,La Plata,561810,,,NL
5,2014,Larimer,1116171,,,NR
5,2014,Las Animas,,,NL,NL
5,2014,Lincoln,,,NL,NL
5,2014,Logan,,,NL,NL
5,2014,Mesa,,,NR,NL
5,2014,Mineral,,,NL,NL
5,2014,Moffat,,,NR,NL
5,2014,Montezuma,120385,,,NL
5,2014,Montrose,,,NR,NL
5,2014,Morgan,,,NL,NL
5,2014,Otero,,,NL,NL
5,2014,Ouray,,,NR,NR
5,2014,Park,,,NR,NR
5,2014,Phillips,,,NL,NL
5,2014,Pitkin,95001,185390,,
5,2014,Prowers,,,NL,NL
5,2014,Pueblo,452196,1417017,,
5,2014,Rio Blanco,,,NL,NL
5,2014,Rio Grande,,,NL,NL
5,2014,Routt,159620,,,NR
5,2014,Saguache,,,NL,NL
5,2014,San Juan,,,NL,NL
5,2014,San Miguel,49679,257276,,
5,2014,Sedgwick,,,NR,NL
5,2014,Summit,201566,545898,,
5,2014,Teller,,,NR,NL
5,2014,Washington,,,NL,NL
5,2014,Weld,516873,694205,,
5,2014,Yuma,,,NL,NL
5,2015,Adams,495716,1687270,,
5,2015,Alamosa,,,NR,NL
5,2015,Arapahoe,1588756,3615509,,
5,2015,Archuleta,,,NR,NR
5,2015,Baca,,,NL,NL
5,2015,Bent,,,NL,NL
5,2015,Boulder,2451648,4281906,,
5,2015,Broomfield,,,NL,NL
5,2015,Chaffee,,312605,NR,
5,2015,Cheyenne,,,NL,NL
5,2015,Clear Creek,96276,348152,,
5,2015,Conejos,,,NL,NL
5,2015,Costilla,,,NR,NR
5,2015,Crowley,,,NL,NL
5,2015,Custer,,,NL,NL
5,2015,Delta,,,NL,NL
5,2015,Denver,15598475,17590490,,
5,2015,Dolores,,,NL,NL
5,2015,Douglas,,,NL,NL
5,2015,Eagle,259399,432292,,
5,2015,Elbert,,,NL,NL
5,2015,El Paso,6793848,,,NR
5,2015,Fremont,200945,,,NL
5,2015,Garfield,407487,720995,,
5,2015,Gilpin,,143079,NR,
5,2015,Grand,,,NR,NR
5,2015,Gunnison,,176131,NR,
5,2015,Hinsdale,,,NL,NL
5,2015,Huerfano,,,NL,NL
5,2015,Jackson,,,NL,NL
5,2015,Jefferson,1933694,2538231,,
5,2015,Kiowa,,,NL,NL
5,2015,Kit Carson,,,NL,NL
5,2015,Lake,,,NL,NR
5,2015,La Plata,452253,1155547,,
5,2015,Larimer,1292742,2292433,,
5,2015,Las Animas,,606835,NR,
5,2015,Lincoln,,,NL,NL
5,2015,Logan,,,NL,NL
5,2015,Mesa,,,NR,NR
5,2015,Mineral,,,NL,NL
5,2015,Moffat,,,NR,NL
5,2015,Montezuma,136143,403035,,
5,2015,Montrose,,,NR,NL
5,2015,Morgan,,,NR,NR
5,2015,Otero,,,NL,NL
5,2015,Ouray,,,NR,NR
5,2015,Park,,154563,NR,
5,2015,Phillips,,,NL,NL
5,2015,Pitkin,57287,329419,,
5,2015,Prowers,,,NL,NL
5,2015,Pueblo,396182,1482501,,
5,2015,Rio Blanco,,,NL,NL
5,2015,Rio Grande,,,NL,NL
5,2015,Routt,163870,419611,,
5,2015,Saguache,,,NL,NR
5,2015,San Juan,,,NL,NR
5,2015,San Miguel,,153689,NR,
5,2015,Sedgwick,,,NR,NR
5,2015,Summit,224409,719343,,
5,2015,Teller,,,NR,NL
5,2015,Washington,,,NL,NL
5,2015,Weld,342765,1636318,,
5,2015,Yuma,,,NL,NL
5,2016,Adams,391906,3360096,,
5,2016,Alamosa,,,NR,NL
5,2016,Arapahoe,1511924,7426175,,
5,2016,Archuleta,,,NR,NR
5,2016,Baca,,,NL,NL
5,2016,Bent,,,NL,NL
5,2016,Boulder,2436555,5315292,,
5,2016,Broomfield,,,NL,NL
5,2016,Chaffee,,333276,NR,
5,2016,Cheyenne,,,NL,NL
5,2016,Clear Creek,83258,452848,,
5,2016,Conejos,,257716,NL,
5,2016,Costilla,,223862,NR,
5,2016,Crowley,,,NL,NL
5,2016,Custer,,,NL,NL
5,2016,Delta,,,NL,NL
5,2016,Denver,17833330,21615189,,
5,2016,Dolores,,,NL,NL
5,2016,Douglas,,,NL,NL
5,2016,Eagle,194685,650881,,
5,2016,Elbert,,,NL,NL
5,2016,El Paso,8343490,,,NR
5,2016,Fremont,207499,,,NL
5,2016,Garfield,526740,1210134,,
5,2016,Gilpin,,225826,NR,
5,2016,Grand,,189787,NR,
5,2016,Gunnison,,344705,NR,
5,2016,Hinsdale,,,NL,NL
5,2016,Huerfano,,,NL,NR
5,2016,Jackson,,,NL,NL
5,2016,Jefferson,1679965,3572041,,
5,2016,Kiowa,,,NL,NL
5,2016,Kit Carson,,,NL,NL
5,2016,Lake,,147684,NL,
5,2016,La Plata,400259,1740113,,
5,2016,Larimer,1292029,3465166,,
5,2016,Las Animas,,1456567,NR,
5,2016,Lincoln,,,NL,NL
5,2016,Logan,,,NL,NL
5,2016,Mesa,,,NR,NR
5,2016,Mineral,,,NL,NL
5,2016,Moffat,,,NR,NL
5,2016,Montezuma,100642,842550,,
5,2016,Montrose,,,NR,NL
5,2016,Morgan,,543167,NR,
5,2016,Otero,,,NL,NL
5,2016,Ouray,,325887,NR,
5,2016,Park,,237775,NR,
5,2016,Phillips,,,NL,NL
5,2016,Pitkin,80601,392581,,
5,2016,Prowers,,,NL,NL
5,2016,Pueblo,1262557,2184317,,
5,2016,Rio Blanco,,,NL,NL
5,2016,Rio Grande,,,NL,NL
5,2016,Routt,,514632,NR,
5,2016,Saguache,,,NL,NR
5,2016,San Juan,,,NL,NR
5,2016,San Miguel,37042,157740,,
5,2016,Sedgwick,,,NR,NR
5,2016,Summit,161710,991298,,
5,2016,Teller,,,NR,NL
5,2016,Washington,,,NL,NL
5,2016,Weld,360773,2043048,,
5,2016,Yuma,,,NL,NL
5,2017,Adams,1075187,5013781,,
5,2017,Alamosa,,,NR,NL
5,2017,Arapahoe,1171273,9370054,,
5,2017,Archuleta,,,NR,NR
5,2017,Baca,,,NL,NL
5,2017,Bent,,,NL,NL
5,2017,Boulder,1906922,6368428,,
5,2017,Broomfield,,,NL,NL
5,2017,Chaffee,,433627,NR,
5,2017,Cheyenne,,,NL,NL
5,2017,Clear Creek,55309,460991,,
5,2017,Conejos,,444090,NL,
5,2017,Costilla,,332894,NR,
5,2017,Crowley,,,NL,NL
5,2017,Custer,,,NL,NL
5,2017,Delta,,,NL,NL
5,2017,Denver,18140806,30503582,,
5,2017,Dolores,,,NL,NL
5,2017,Douglas,,,NL,NL
5,2017,Eagle,124904,689235,,
5,2017,Elbert,,,NL,NL
5,2017,El Paso,8925573,,,NR
5,2017,Fremont,,,NR,NL
5,2017,Garfield,321107,1911323,,
