stateabbrv,statename,stfips,areatyname,areaname,areatype,area,periodyear,periodtype,pertypdesc,period,inctype,incdesc,incsource,incsrcdesc,income,incrank,population,releasedate
CO,Colorado,8,County,Archuleta County,4,7,1973,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),11320000,53,2706,20151119
CO,Colorado,8,County,Archuleta County,4,7,1973,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4183,44,2706,20151119
CO,Colorado,8,County,Archuleta County,4,7,1974,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),13568000,52,2805,20151119
CO,Colorado,8,County,Archuleta County,4,7,1974,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4837,42,2805,20151119
CO,Colorado,8,County,Archuleta County,4,7,1975,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),15385000,51,2966,20151119
CO,Colorado,8,County,Archuleta County,4,7,1975,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),5187,44,2966,20151119
CO,Colorado,8,County,Archuleta County,4,7,1976,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),19906000,50,3247,20151119
CO,Colorado,8,County,Archuleta County,4,7,1976,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),6131,34,3247,20151119
CO,Colorado,8,County,Archuleta County,4,7,1977,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),21656000,49,3318,20151119
CO,Colorado,8,County,Archuleta County,4,7,1977,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),6527,41,3318,20151119
CO,Colorado,8,County,Archuleta County,4,7,1978,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),23061000,49,3256,20151119
CO,Colorado,8,County,Archuleta County,4,7,1978,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),7083,33,3256,20151119
CO,Colorado,8,County,Archuleta County,4,7,1979,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),31279000,47,3509,20151119
CO,Colorado,8,County,Archuleta County,4,7,1979,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),8914,21,3509,20151119
CO,Colorado,8,County,Archuleta County,4,7,1980,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),33028000,48,3740,20151119
CO,Colorado,8,County,Archuleta County,4,7,1980,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),8831,39,3740,20151119
CO,Colorado,8,County,Archuleta County,4,7,1981,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),35724000,48,4039,20151119
CO,Colorado,8,County,Archuleta County,4,7,1981,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),8845,48,4039,20151119
CO,Colorado,8,County,Archuleta County,4,7,1982,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),36600000,48,4296,20151119
CO,Colorado,8,County,Archuleta County,4,7,1982,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),8520,56,4296,20151119
CO,Colorado,8,County,Archuleta County,4,7,1983,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),43823000,49,4538,20151119
CO,Colorado,8,County,Archuleta County,4,7,1983,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),9657,51,4538,20151119
CO,Colorado,8,County,Archuleta County,4,7,1984,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),48529000,48,4639,20151119
CO,Colorado,8,County,Archuleta County,4,7,1984,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),10461,48,4639,20151119
CO,Colorado,8,County,Archuleta County,4,7,1985,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),52747000,48,4847,20151119
CO,Colorado,8,County,Archuleta County,4,7,1985,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),10882,47,4847,20151119
CO,Colorado,8,County,Archuleta County,4,7,1986,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),55928000,47,4891,20151119
CO,Colorado,8,County,Archuleta County,4,7,1986,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),11435,49,4891,20151119
CO,Colorado,8,County,Archuleta County,4,7,1987,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),56446000,48,5005,20151119
CO,Colorado,8,County,Archuleta County,4,7,1987,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),11278,54,5005,20151119
CO,Colorado,8,County,Archuleta County,4,7,1988,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),58956000,48,5119,20151119
CO,Colorado,8,County,Archuleta County,4,7,1988,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),11517,57,5119,20151119
CO,Colorado,8,County,Archuleta County,4,7,1989,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),66250000,48,5166,20151119
CO,Colorado,8,County,Archuleta County,4,7,1989,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),12824,54,5166,20151119
CO,Colorado,8,County,Archuleta County,4,7,1989,1,Annual,0,3,Median Household Income - United States Census,1,Census,19839,53,5166,
CO,Colorado,8,County,Archuleta County,4,7,1990,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),69965000,47,5382,20151119
CO,Colorado,8,County,Archuleta County,4,7,1990,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),13000,54,5382,20151119
CO,Colorado,8,County,Archuleta County,4,7,1990,1,Annual,0,3,Median Household Income - United States Census,1,Census,22894,33,5345,
CO,Colorado,8,County,Archuleta County,4,7,1991,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),75915000,45,5557,20151119
CO,Colorado,8,County,Archuleta County,4,7,1991,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),13661,55,5557,20151119
CO,Colorado,8,County,Archuleta County,4,7,1992,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),86709000,43,5725,20151119
CO,Colorado,8,County,Archuleta County,4,7,1992,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),15146,52,5725,20151119
CO,Colorado,8,County,Archuleta County,4,7,1993,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),92041000,44,6119,20151119
CO,Colorado,8,County,Archuleta County,4,7,1993,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),15042,57,6119,20151119
CO,Colorado,8,County,Archuleta County,4,7,1993,1,Annual,0,3,Median Household Income - United States Census,1,Census,26173,41,6119,
CO,Colorado,8,County,Archuleta County,4,7,1994,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),103902000,42,6511,20151119
CO,Colorado,8,County,Archuleta County,4,7,1994,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),15958,53,6511,20151119
CO,Colorado,8,County,Archuleta County,4,7,1995,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),114308000,42,7098,20151119
CO,Colorado,8,County,Archuleta County,4,7,1995,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),16104,56,7098,20151119
CO,Colorado,8,County,Archuleta County,4,7,1995,1,Annual,0,3,Median Household Income - United States Census,1,Census,29999,36,7098,
CO,Colorado,8,County,Archuleta County,4,7,1996,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),129295000,41,7896,20151119
CO,Colorado,8,County,Archuleta County,4,7,1996,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),16375,55,7896,20151119
CO,Colorado,8,County,Archuleta County,4,7,1997,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),143733000,40,8498,20151119
CO,Colorado,8,County,Archuleta County,4,7,1997,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),16914,56,8498,20151119
CO,Colorado,8,County,Archuleta County,4,7,1997,1,Annual,0,3,Median Household Income - United States Census,1,Census,30518,40,8498,
CO,Colorado,8,County,Archuleta County,4,7,1998,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),165480000,40,9109,20161117
CO,Colorado,8,County,Archuleta County,4,7,1998,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),18167,55,9109,20161117
CO,Colorado,8,County,Archuleta County,4,7,1998,1,Annual,0,3,Median Household Income - United States Census,1,Census,32609,38,9109,
CO,Colorado,8,County,Archuleta County,4,7,1999,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),185460000,40,9510,20161117
CO,Colorado,8,County,Archuleta County,4,7,1999,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),19502,54,9510,20161117
CO,Colorado,8,County,Archuleta County,4,7,1999,1,Annual,0,3,Median Household Income - United States Census,1,Census,22894,33,9510,
CO,Colorado,8,County,Archuleta County,4,7,2000,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),201821000,40,10020,20161117
CO,Colorado,8,County,Archuleta County,4,7,2000,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),20142,55,10020,20161117
CO,Colorado,8,County,Archuleta County,4,7,2000,1,Annual,0,3,Median Household Income - United States Census,1,Census,38241,27,9898,
CO,Colorado,8,County,Archuleta County,4,7,2001,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),256379000,39,10454,20161117
CO,Colorado,8,County,Archuleta County,4,7,2001,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),24524,38,10454,20161117
CO,Colorado,8,County,Archuleta County,4,7,2001,1,Annual,0,3,Median Household Income - United States Census,1,Census,37327,28,10492,
CO,Colorado,8,County,Archuleta County,4,7,2002,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),272731000,40,10885,20161117
CO,Colorado,8,County,Archuleta County,4,7,2002,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),25056,36,10885,20161117
CO,Colorado,8,County,Archuleta County,4,7,2002,1,Annual,0,3,Median Household Income - United States Census,1,Census,37345,27,10951,
CO,Colorado,8,County,Archuleta County,4,7,2003,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),275363000,40,11089,20161117
CO,Colorado,8,County,Archuleta County,4,7,2003,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),24832,44,11089,20161117
CO,Colorado,8,County,Archuleta County,4,7,2003,1,Annual,0,3,Median Household Income - United States Census,1,Census,38677,27,11167,
CO,Colorado,8,County,Archuleta County,4,7,2004,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),275222000,40,11266,20161117
CO,Colorado,8,County,Archuleta County,4,7,2004,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),24429,52,11266,20161117
CO,Colorado,8,County,Archuleta County,4,7,2004,1,Annual,0,3,Median Household Income - United States Census,1,Census,40592,27,11374,
CO,Colorado,8,County,Archuleta County,4,7,2005,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),307011000,40,11496,20161117
CO,Colorado,8,County,Archuleta County,4,7,2005,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),26706,43,11496,20161117
CO,Colorado,8,County,Archuleta County,4,7,2005,1,Annual,0,3,Median Household Income - United States Census,1,Census,41860,28,11623,
CO,Colorado,8,County,Archuleta County,4,7,2006,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),347107000,38,11937,20161117
CO,Colorado,8,County,Archuleta County,4,7,2006,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),29078,37,11937,20161117
CO,Colorado,8,County,Archuleta County,4,7,2006,1,Annual,0,3,Median Household Income - United States Census,1,Census,46904,26,12096,
CO,Colorado,8,County,Archuleta County,4,7,2007,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),373293000,38,12262,20161117
CO,Colorado,8,County,Archuleta County,4,7,2007,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),30443,42,12262,20161117
CO,Colorado,8,County,Archuleta County,4,7,2007,1,Annual,0,3,Median Household Income - United States Census,1,Census,53200,23,12479,
CO,Colorado,8,County,Archuleta County,4,7,2008,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),390661000,38,12250,20161117
CO,Colorado,8,County,Archuleta County,4,7,2008,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),31891,39,12250,20161117
CO,Colorado,8,County,Archuleta County,4,7,2008,1,Annual,0,3,Median Household Income - United States Census,1,Census,51058,27,12497,
CO,Colorado,8,County,Archuleta County,4,7,2009,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),365214000,39,12169,20161117
CO,Colorado,8,County,Archuleta County,4,7,2009,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),30012,47,12169,20161117
CO,Colorado,8,County,Archuleta County,4,7,2009,1,Annual,0,3,Median Household Income - United States Census,1,Census,46013,30,12430,
CO,Colorado,8,County,Archuleta County,4,7,2010,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),363621000,39,12056,20161117
CO,Colorado,8,County,Archuleta County,4,7,2010,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),30161,46,12056,20161117
CO,Colorado,8,County,Archuleta County,4,7,2010,1,Annual,0,3,Median Household Income - United States Census,1,Census,46165,29,12084,
CO,Colorado,8,County,Archuleta County,4,7,2011,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),387586000,39,12010,20161117
CO,Colorado,8,County,Archuleta County,4,7,2011,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),32272,44,12010,20161117
CO,Colorado,8,County,Archuleta County,4,7,2011,1,Annual,0,3,Median Household Income - United States Census,1,Census,48043,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2012,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),409227000,38,12114,20161117
CO,Colorado,8,County,Archuleta County,4,7,2012,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),33781,46,12114,20161117
CO,Colorado,8,County,Archuleta County,4,7,2012,1,Annual,0,3,Median Household Income - United States Census,1,Census,46127,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2013,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),423824000,39,12184,20161117
CO,Colorado,8,County,Archuleta County,4,7,2013,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),34785,46,12184,20161117
CO,Colorado,8,County,Archuleta County,4,7,2013,1,Annual,0,3,Median Household Income - United States Census,1,Census,44417,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2014,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),466210000,37,12210,20161117
CO,Colorado,8,County,Archuleta County,4,7,2014,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),38183,41,12210,20161117
CO,Colorado,8,County,Archuleta County,4,7,2014,1,Annual,0,3,Median Household Income - United States Census,1,Census,44508,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2015,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),497870000,18,12352,20170628
CO,Colorado,8,County,Archuleta County,4,7,2015,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),40307,36,12352,20170628
CO,Colorado,8,County,Archuleta County,4,7,2015,1,Annual,0,3,Median Household Income - United States Census,1,Census,50361,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2016,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),516046000,36,12854,20180808
CO,Colorado,8,County,Archuleta County,4,7,2016,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),40147,38,12854,20180808
CO,Colorado,8,County,Archuleta County,4,7,2016,1,Annual,0,3,Median Household Income - United States Census,1,Census,51998,NULL,NULL,
CO,Colorado,8,County,Archuleta County,4,7,2017,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),531858000,37,13315,20190131
CO,Colorado,8,County,Archuleta County,4,7,2017,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),39944,46,13315,20190131
CO,Colorado,8,County,Baca County,4,9,1969,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),18210000,35,5800,20151119
CO,Colorado,8,County,Baca County,4,9,1969,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),3140,37,5800,20151119
CO,Colorado,8,County,Baca County,4,9,1970,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),22921000,34,5661,20151119
CO,Colorado,8,County,Baca County,4,9,1970,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4049,18,5661,20151119
CO,Colorado,8,County,Baca County,4,9,1971,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),22070000,36,5616,20151119
CO,Colorado,8,County,Baca County,4,9,1971,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),3930,28,5616,20151119
CO,Colorado,8,County,Baca County,4,9,1972,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),24609000,36,5739,20151119
CO,Colorado,8,County,Baca County,4,9,1972,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4288,30,5739,20151119
CO,Colorado,8,County,Baca County,4,9,1973,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),41207000,31,5650,20151119
CO,Colorado,8,County,Baca County,4,9,1973,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),7293,4,5650,20151119
CO,Colorado,8,County,Baca County,4,9,1974,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),29244000,39,5522,20151119
CO,Colorado,8,County,Baca County,4,9,1974,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),5296,32,5522,20151119
CO,Colorado,8,County,Baca County,4,9,1975,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),24323000,46,5675,20151119
CO,Colorado,8,County,Baca County,4,9,1975,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4286,57,5675,20151119
CO,Colorado,8,County,Baca County,4,9,1976,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),29848000,42,5726,20151119
CO,Colorado,8,County,Baca County,4,9,1976,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),5213,51,5726,20151119
CO,Colorado,8,County,Baca County,4,9,1977,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),34205000,41,5562,20151119
CO,Colorado,8,County,Baca County,4,9,1977,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),6150,43,5562,20151119
CO,Colorado,8,County,Baca County,4,9,1978,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),27458000,47,5506,20151119
CO,Colorado,8,County,Baca County,4,9,1978,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),4987,58,5506,20151119
CO,Colorado,8,County,Baca County,4,9,1979,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),30290000,48,5462,20151119
CO,Colorado,8,County,Baca County,4,9,1979,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),5546,60,5462,20151119
CO,Colorado,8,County,Baca County,4,9,1980,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),37979000,47,5397,20151119
CO,Colorado,8,County,Baca County,4,9,1980,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),7037,58,5397,20151119
CO,Colorado,8,County,Baca County,4,9,1981,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),44922000,46,5300,20151119
CO,Colorado,8,County,Baca County,4,9,1981,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),8476,53,5300,20151119
CO,Colorado,8,County,Baca County,4,9,1982,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),49207000,45,5241,20151119
CO,Colorado,8,County,Baca County,4,9,1982,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),9389,49,5241,20151119
CO,Colorado,8,County,Baca County,4,9,1983,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),63159000,42,5186,20151119
CO,Colorado,8,County,Baca County,4,9,1983,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),12179,27,5186,20151119
CO,Colorado,8,County,Baca County,4,9,1984,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),67984000,42,5112,20151119
CO,Colorado,8,County,Baca County,4,9,1984,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),13299,23,5112,20151119
CO,Colorado,8,County,Baca County,4,9,1985,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),64174000,43,4992,20151119
CO,Colorado,8,County,Baca County,4,9,1985,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),12855,30,4992,20151119
CO,Colorado,8,County,Baca County,4,9,1986,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),66950000,42,4873,20151119
CO,Colorado,8,County,Baca County,4,9,1986,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),13739,26,4873,20151119
CO,Colorado,8,County,Baca County,4,9,1987,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),73308000,41,4873,20151119
CO,Colorado,8,County,Baca County,4,9,1987,1,Annual,0,2,Per Capita Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),15044,20,4873,20151119
CO,Colorado,8,County,Baca County,4,9,1988,1,Annual,0,1,Total Personal Income - Bureau of Economic Analysis,3,Bureau of Economic Analysis (BEA),77287000,41,4828,20151119
